Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Piper marginatum	"Cordoncillo (Español), Ya'ax pe'ejel che' (Maya)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Cordoncillo	https://inaturalist-open-data.s3.amazonaws.com/photos/108544453/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Piperales	Piperaceae	Piper	Piper marginatum	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Callejas Posada, R. 2020. Piperaceae. Descripción de la familia y clave genérica. In: Davidse, G., Ulloa Ulloa, C., Hernández Macías, H. M. & Knapp, S. Fl. Mesoamer. Missouri Botanical Garden, St. Louis. Vol. 2 (2):i–xix; 1-590"	https://enciclovida.mx:443/especies/166403-piper-marginatum	166403	30524ANGIO
Rumex crispus	"Bardana (ND), Cimakatwakas (ND), Epazote (Español), Ixcaua (Otomí), Lengua de vaca (Español), Lkanji sue'cni (ND), Pasi ma'kat (Náhuatl), Pasima´kak (Totonaco), Scocnakak (Totonaco), Venenillo (Español), Vinagrera (Español), Xocoquilit (Náhuatl)"	especie	válido	Exótica-Invasora	Parientes silvestres de cultivos	"Dulceacuícola, Terrestre"	23	Lengua de vaca eurasiática	https://inaturalist-open-data.s3.amazonaws.com/photos/177768831/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Polygonaceae	Rumex	Rumex crispus	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras
Castillejos-Cruz, C. & Solano, E. 2008. Polygonaceae. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Fl. Bajio Regiones Adyacentes. Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. Fasc. 153: 1-49"	https://enciclovida.mx:443/especies/166721-rumex-crispus	166721	30844ANGIO
Rumex obtusifolius	"Izcua (ND), Lengua de vaca (Español), Lengua de vaca cimarrona (Español)"	especie	válido	Exótica	"Medicinal, Parientes silvestres de cultivos"	Terrestre	3	Lengua de vaca	https://inaturalist-open-data.s3.amazonaws.com/photos/52604514/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Polygonaceae	Rumex	Rumex obtusifolius	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras
Castillejos-Cruz, C. & Solano, E. 2008. Polygonaceae. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Fl. Bajio Regiones Adyacentes. Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. Fasc. 153: 1-49"	https://enciclovida.mx:443/especies/166723-rumex-obtusifolius	166723	30846ANGIO
Calandrinia ciliata	Chivitos (Español)	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	5	Chivitos	https://inaturalist-open-data.s3.amazonaws.com/photos/2001/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Montiaceae	Calandrinia	Calandrinia ciliata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/166728-calandrinia-ciliata	166728	30851ANGIO
Portulaca halimoides	"Mañanitas (Español), Saioch (Maya), Tsay-och-kan (Maya), Verdolaga (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Verdolaga	https://inaturalist-open-data.s3.amazonaws.com/photos/9766518/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca halimoides	"Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/166737-portulaca-halimoides	166737	30860ANGIO
Portulaca mexicana		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	3		https://inaturalist-open-data.s3.amazonaws.com/photos/84764052/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca mexicana	"Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/166738-portulaca-mexicana	166738	30861ANGIO
Portulaca oleracea	"Acahuecashacua (Tarasco), Aurarra (Huichol), Itz-mi-quitl (Náhuatl), Itzmiquilit (ND), Itzmiquilitl (Náhuatl), Kabal-chum (Maya), Mixquilit (Náhuatl), Mixquilitl (Náhuatl), Nocuana-zeeche (Zapoteco), Pi-tu-le (Chontal de Oaxaca), Pitzitzhual (Huasteco), Páats mo'ol t'u'ul (Maya), Pítzizemal (ND), Quelite (Español), Shenche (Zapoteco), Shenshe (ND), Tequilitl (ND), Tezmitl (ND), Tzonquilitl (ND), Tzutcaní (Otomí), Uadela (Cuicateco), Verdolaga (Español), X'pulcac (Totonaco), Xanab mukuy (Maya), Xeedxe (Zapoteco), Xpulh (Totonaco), Xukul (Maya), Xúukul (Maya), Zeeche (Zapoteco), Zheeche (Zapoteco)"	especie	válido	Exótica	"Medicinal, Consumo humano, Parientes silvestres de cultivos"	Terrestre	76	Verdolaga	https://inaturalist-open-data.s3.amazonaws.com/photos/157729445/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca oleracea	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/166740-portulaca-oleracea	166740	30863ANGIO
Portulaca pilosa	"Arroz-xiu (ND), Chisme (ND), Escúptama (Totonaco), Hierba del pujo (ND), Mañanita (Español), Sanguinaria (Español), Scuptama (Totonaco), Ts'ay och (Maya), Tsakam tsatsa'ts'ojol (Huasteco), Tsatsa'ts'ojol (ND), Tsotsiltasaioch (ND), Xanab mukuy (Maya)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	39	Chisme	https://inaturalist-open-data.s3.amazonaws.com/photos/56219520/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca pilosa	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Tebbs, M. C. & Klitgaard, B. B. 2009 (2022). 90. Portulacaceae. In: Ulloa Ulloa, C., Hernández Macías, H. M., Barrie, F. R. & Knapp, S. (Eds.). Fl. Mesoamer. (Inéd.). Cycadaceae a Connaraceae. Missouri Botanical Garden, St. Louis. Vol. 2 (1): 1-16"	https://enciclovida.mx:443/especies/166741-portulaca-pilosa	166741	30864ANGIO
Crataegus mexicana	"Be-lohui (Zapoteco), Caiasa (Tarasco), Carasu (Tarasco), El-pa-te-shima-lo (Chontal de Oaxaca), Karasa (Purépecha), Karasu (Purépecha), Manzanilla (Español), Manzanillo (Español), Manzanita (Español), Manzanita tejocotera (Español), Pe-lohuij (Zapoteco), Pëdyi (Mazahua), Tejocote (Español), Tejocote agrio (Español), Tejocote silvestre (Español), Texócotl (Náhuatl), Toposa (ND), Xixte (Huasteco), Yaga-be-lohui (Zapoteco)"	especie	válido	Nativa	"Ornamental, Maderable, Parientes silvestres de cultivos"	Terrestre	49	Tejocote	https://static.inaturalist.org/photos/5153053/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Crataegus	Crataegus mexicana	"Barrie, F. R. 2015d. 99. Rosaceae. In: Davidse, G., Sousa Sánchez, M., Knapp, S. & Chiang Cabrera, F. (Eds.). Fl. Mesoamer. Saururaceae a Zygophyllaceae. Missouri Botanical Garden, St. Louis. Vol. 2 (3): 1-110
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/166836-crataegus-mexicana	166836	30962ANGIO
Prunus serotina	"Capolín (Náhuatl), Capulín (Español), Capulín blanco (Español), Capulín borracho (Español), Capulín loco (Español), Cereza (Español), Cerezo (Español), Chengua (ND), Cusabi (Tarahumara), Duraznillo (Español), Guinda (ND), Jeco (Guarijío), Pa-kshumk (Mixe), Paté (Chontal de Oaxaca), Quina (Español), Shencua (Tarasco), Shengua (Tarasco), Shimal-ma-lu (Chontal de Oaxaca), T-nundaya (Mixteco), Tzu'uri (Cora), Uasiqui (Guarijío), Xengua (Tarasco)"	especie	válido	Nativa	"Medicinal, Ornamental, Maderable, Parientes silvestres de cultivos"	Terrestre	42	Capulín	https://inaturalist-open-data.s3.amazonaws.com/photos/14006/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Prunus	Prunus serotina	"Arroyo, L. 2008. Tintes naturales mexicanos: su aplicación en algodón, henequén y lana. CONABIO-ENA.
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/166869-prunus-serotina	166869	30995ANGIO
Rubus adenotrichos	"Cuahuiscolotl (ND), Mora (Español), Mora silvestre (Español), Moras (Náhuatl), Morash (ND), Situni (Purépecha), Sitún (Purépecha), Zarzabaria (ND), Zarzamora (Español)"	especie	válido	Nativa	"Medicinal, Maderable, Parientes silvestres de cultivos"	Terrestre	1	Mora	https://inaturalist-open-data.s3.amazonaws.com/photos/14175607/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Rubus	Rubus adenotrichos	"Barrie, F. R. 2015d. 99. Rosaceae. In: Davidse, G., Sousa Sánchez, M., Knapp, S. & Chiang Cabrera, F. (Eds.). Fl. Mesoamer. Saururaceae a Zygophyllaceae. Missouri Botanical Garden, St. Louis. Vol. 2 (3): 1-110
Rzedowski, J. & Calderón de Rzedowski, G. 2005. Rosaceae. Fl. Bajío Regiones Adyacentes. En: Rzedowski, J. & Calderón de Rzedowski, G. (Eds.). Instituto de Ecología A. C. Centro Regional Bajío. Pátzcuaro, Michoacán, México
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/166881-rubus-adenotrichos	166881	31008ANGIO
Rubus humistratus		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	9	Zarzamora	https://inaturalist-open-data.s3.amazonaws.com/photos/4571032/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Rubus	Rubus humistratus	"Barrie, F. R. 2015d. 99. Rosaceae. In: Davidse, G., Sousa Sánchez, M., Knapp, S. & Chiang Cabrera, F. (Eds.). Fl. Mesoamer. Saururaceae a Zygophyllaceae. Missouri Botanical Garden, St. Louis. Vol. 2 (3): 1-110
Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/166886-rubus-humistratus	166886	31013ANGIO
Rubus idaeus	Frambuesa (Español)	especie	válido	Exótica	Parientes silvestres de cultivos	Terrestre	1	Frambuesa	https://static.inaturalist.org/photos/49121220/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Rosales	Rosaceae	Rubus	Rubus idaeus	"Rzedowski, J. 2021. La familia Rosaceae en México. Polibotánica. 51: 1-16"	https://enciclovida.mx:443/especies/166887-rubus-idaeus	166887	31014ANGIO
Amaranthus hybridus	"Amaranto (Español), Ba-llaa (Zapoteco), Bledo (Español), Ca'ara'i (Cora), Ca'ca (Totonaco), Cacalosúchil (Mixe), Cal'unit (ND), Cani (Otomí), Carricillo (Español), Ca’ca (Totonaco), Chacua (Tarasco), Chú'yaca (Tarahumara), Huauquilitl (ND), Je'pal (Huasteco), Ka (Maya), Kithal toro (ND), Moco de pavo (Español), Quelite (Español), Quelite blanco (Español), Quelite bueno (Español), Quelite de cochino (Español), Quelite de marrano (Español), Quelite de puerco (Español), Quelite espinoso (Español), Quelite morado (Español), Quelite quintanil (Español), Quilitl (ND), Quintonil (Español), Quintonil blanco (Español), Quintonil grande (Español), Quiribá (ND), Quirimaca (ND), Quiye'uxa (Huichol), Quílitl (Náhuatl), Saua-sacaca (Totonaco), Saua-shalsoco (Totonaco), Saua-shasoco (Totonaco), Shacua (Tarasco), Shitjá (Otomí), Tsaua (Totonaco), Ueiui (Guarijío), Ueymi (Guarijío), Xidha (Otomí)"	especie	válido	Nativa	"Consumo animal, Consumo humano, Parientes silvestres de cultivos"	"Dulceacuícola, Terrestre"	18	Quintonil verde	https://inaturalist-open-data.s3.amazonaws.com/photos/601787/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus hybridus	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Bayón, N.D. 2015. Revisión taxonómica de las Especies Monoicas de Amaranthus (Amaranthaceae): Amaranthus subg. Amaranthus y Amaranthus subg. Albersia. Annals of the Missouri Botanical Garden. 101(2). 261-383
Calderón, C. A. 2001. Uso y acceso a los recursos forestales en una comunidad indígena: la leña en Amatenango del Valle, Chiapas, México. Tesis de maestría, El Colegio de la Frontera Sur (ECOSUR), Unidad San Cristóbal de las Casas. Chiapas, México. 42 pp"	https://enciclovida.mx:443/especies/168261-amaranthus-hybridus	168261	32395ANGIO
Annona globiflora	"Anchich (Huasteco), Anchuch (Huasteco), Anona (Español), Anona de mono (Español), Anona del monte (Español), Anonilla (Español), Anonita de papagayo (Español), Chirimoya (Español), Ishcahitquihuimushni (Totonaco), Tepecocash (ND)"	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	13	Anona de mono	https://static.inaturalist.org/photos/673346/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Magnoliales	Annonaceae	Annona	Annona globiflora	"Rainer, H. & Chatrou, L. W. (Ed.). 2011-2018. AnnonBase: Annonaceae GSD (version 2.0). Annual Checklist. Catalogue of Life. DVD Species 2000. In: Roskov, Y., Kunze, T., Paglinawan L., Orrell, T., Nicolson, D., Culham, A., Bailly, N., Kirk P., Bourgoin, T., Baillargeon, G., Hernandez, F. & De Wever, A., (Eds.). http://www.catalogueoflife.org/"	https://enciclovida.mx:443/especies/168350-annona-globiflora	168350	32485ANGIO
Crescentia alata	"Ayal (ND), Ayale (Español), Bule morro (Español), Cadili (Cuicateco), Calabash (Inglés), Calabaza (Español), Chomo (ND), Cirial (ND), Cirian (Español), Ciriani (Tarasco), Cirián (Tarasco), Coatecomate (ND), Comate (ND), Cua (Chinanteco), Cuate (Español), Cuatecomate (ND), Cuateconate (ND), Cuatecumatl (ND), Cuautecomate (ND), Gua (Chinanteco), Guaje (Español), Guaje cirián (Español), Guiro (ND), Guito-xiga (Zapoteco), Güiro (Español), Güiru (Tarasco), Huaje cirial (ND), Huaje cirián (ND), Huiro (ND), Jayacaste (ND), Jayasti (ND), Jicara (Español), Jicarera (ND), Jicarita (Español), Jícara (Español), Jícaro (ND), Kuajtekomatl (Náhuatl), Kuhteconatl (ND), Lala-cadili (Cuicateco), Lek (Maya), Luch (Maya), Morro (Español), Morro del llano (Español), Sam-mu (Chontal de Oaxaca), Sham-mu (Chontal de Oaxaca), Sirial (ND), Soco (ND), Tecomata (Español), Tecomate (Español), Tecomaxóchitl (Náhuatl), Tima (Huasteco), Tuyachín (Mixteco), Urani (Tarasco), Zacatecomate (ND), Zacual (ND)"	especie	válido	Nativa	"Medicinal, Ornamental, Consumo animal, Consumo humano, Maderable, Parientes silvestres de cultivos"	Terrestre	1	Coatecomate	https://static.inaturalist.org/photos/227130404/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Bignoniaceae	Crescentia	Crescentia alata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Gentry, A. H. 1982. Bignoniaceae. Fl. Veracruz. Instituto Nacional de Investigaciones sobre Recursos Bióticos. Fasc. 24: 1-222"	https://enciclovida.mx:443/especies/168576-crescentia-alata	168576	32712ANGIO
Jacaratia mexicana	"Bonete (Español), Cahuayote (ND), Ch' iich' puut (Maya), Chich puut (ND), Cho' ich puut (Maya), Cho'ick puut (Maya), Coalsuayote (ND), Cuaguayote (ND), Cuahuayote (ND), Cualsuayote (ND), Cualuayote (ND), K' uumche' (Maya), K'umché (Maya), K'uum che' (ND), Ku'umche' (Maya), Kumche (Maya), Kumché (ND), Kunché (Maya), Kuum che (ND), Oreja (Español), Oreja de mico (Español), Orejona (Español), Orejón (Español), Papaya de monte (Español), Papaya montés (Español), Papaya orejona (Español), Papayo cimarrón (Español), Papayón (ND), Puut ch' iich' (Maya)"	especie	válido	Nativa	"Ambiental, Medicinal, Sociales/religiosos, Consumo humano, Maderable, Parientes silvestres de cultivos"	Terrestre	16	Bonete	https://inaturalist-open-data.s3.amazonaws.com/photos/115604205/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Brassicales	Caricaceae	Jacaratia	Jacaratia mexicana	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Meave del Castillo, J. A. 2011a. Angiospermae. Magnoliopsida. Brunelliaceae Engl.; Caricaceae Dumort.; Cunoniaceae R. Br.; Chloranthaceae R. Br. ex Sims; Chrysobalanaceae R. Br.; Cyrillaceae Lindl.; Elaeocarpaceae Juss. ex DC.& Juglandaceae DC. ex Perleb. En: García-Mendoza, A. J. & J. A. Meave (Eds.). Diversidad florística de Oaxaca: de musgos a angiospermas (colecciones y lista de especies). Instituto de Biología, Universidad Nacional Autónoma de México-Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. México, D.F. 352 p. 201; 207; 209; 217-218; 228"	https://enciclovida.mx:443/especies/168962-jacaratia-mexicana	168962	33101ANGIO
Chenopodium berlandieri	"Apazote (Español), Epazote (Español), Quelite cenizo (Español)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	6	Quelite cenizo	https://inaturalist-open-data.s3.amazonaws.com/photos/48936/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium berlandieri	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Flores-Olvera, H. & Zumaya, S. 2008. Amarantáceas y Quenopodiáceas (Dicotiledóneas). En: Ocegueda, S. & Llorente-Bousquets, J. (Coords.). Catálogo taxonómico de especies de México. Capital natural de México, Conocimiento actual de la biodiversidad. CONABIO. México. vol. I: CD1
Calderón de Rzedowski, G. & Rzedowski, J. (Eds.). 2001. Flora fanerogámica del Valle de México. Instituto de Ecología, A.C. y Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Pátzcuaro (Michoacán). (Edición digital: INECOL 2010)"	https://enciclovida.mx:443/especies/169045-chenopodium-berlandieri	169045	33188ANGIO
Chenopodium graveolens	"Epazote de monte (Español), Epazote de zorrillo (Español), Epazote del zorrillo (Español), Hediondillo (Español), Jui-ye-quec (Chontal de Oaxaca), Sasanipatl (Náhuatl), Shoñoi (Otomí), Xan'ai (Otomí)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	17	Epazote de monte	https://static.inaturalist.org/photos/4037061/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium graveolens	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Flores-Olvera, H. & Zumaya, S. 2008. Amarantáceas y Quenopodiáceas (Dicotiledóneas). En: Ocegueda, S. & Llorente-Bousquets, J. (Coords.). Catálogo taxonómico de especies de México. Capital natural de México, Conocimiento actual de la biodiversidad. CONABIO. México. vol. I: CD1"	https://enciclovida.mx:443/especies/169046-chenopodium-graveolens	169046	33189ANGIO
Chenopodium murale	"Catzú (Otomí), Chahuaquelite (ND), Gedeondilla (ND), Hediondilla (Español), Malva (Español), Nechquelite (ND), Quelite (Español), Tan tz'uil itaj (ND), Tlanechquelite (ND)"	especie	válido	Exótica	Parientes silvestres de cultivos	Terrestre	11	Quelite	https://inaturalist-open-data.s3.amazonaws.com/photos/31361286/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium murale	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Flores-Olvera, H. & Zumaya, S. 2008. Amarantáceas y Quenopodiáceas (Dicotiledóneas). En: Ocegueda, S. & Llorente-Bousquets, J. (Coords.). Catálogo taxonómico de especies de México. Capital natural de México, Conocimiento actual de la biodiversidad. CONABIO. México. vol. I: CD1
Villaseñor, J. L. & Espinosa-García, F. J. 2004. The alien flowering plants of Mexico. Diversity and Distributions. 10 (2): 113-123.
Espinosa-García, F. J. 2000. Malezas introducidas de México. Centro de investigaciones en ecosistemas. Universidad Nacional Autónoma de México. Base de Datos SNIB-CONABIO. Proyecto U024. Morelia, Mich. México
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras"	https://enciclovida.mx:443/especies/169047-chenopodium-murale	169047	33190ANGIO
Suaeda mexicana	"Romerillo (Español), Romerito (Español), Romero (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	2	Quelite	https://inaturalist-open-data.s3.amazonaws.com/photos/5935014/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Chenopodiaceae	Suaeda	Suaeda mexicana	"Calderón de Rzedowski, G. & Rzedowski, J. (Eds.). 2001. Flora fanerogámica del Valle de México. Instituto de Ecología, A.C. y Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Pátzcuaro (Michoacán). (Edición digital: INECOL 2010)"	https://enciclovida.mx:443/especies/169059-suaeda-mexicana	169059	33202ANGIO
Lepidium schaffneri	Zacachichi (Español)	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	2	Lentejilla de montaña	https://inaturalist-open-data.s3.amazonaws.com/photos/9834747/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Brassicales	Brassicaceae	Lepidium	Lepidium schaffneri	"Martínez, M. 2018. Bases de datos SNIB-CONABIO proyecto KT019. Catálogo nomenclatural de las Crucíferas y las Ranunculáceas mexicanas. Universidad Autónoma de Querétaro. Facultad de Ciencias Naturales. Ciudad de México
Martínez, M. & Hernández, L. 2013. Cruciferae. Fl. Bajío Regiones Adyacentes. Fasc. 179: 1-145. Instituto de Ecología A. C. Centro Regional del Bajío Pátzcuaro, Michoacán, México"	https://enciclovida.mx:443/especies/169096-lepidium-schaffneri	169096	33241ANGIO
Hyptis tomentosa	"Flor de tórtola (Español), I-paf-cu-cu (Chontal de Oaxaca), Juquipoté (Zoque)"	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1	Flor de tórtola	https://inaturalist-open-data.s3.amazonaws.com/photos/3082361/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Hyptis	Hyptis tomentosa	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169587-hyptis-tomentosa	169587	33744ANGIO
Salvia amarissima		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	20	Hierba del cáncer	https://inaturalist-open-data.s3.amazonaws.com/photos/1032047/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia amarissima	"Calderón de Rzedowski, G. & Rzedowski, J. (Eds.). 2001. Flora fanerogámica del Valle de México. Instituto de Ecología, A.C. y Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Pátzcuaro (Michoacán). (Edición digital: INECOL 2010)
Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169606-salvia-amarissima	169606	33763ANGIO
Salvia longistyla		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1	Mirto mexicano	https://inaturalist-open-data.s3.amazonaws.com/photos/5659207/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Lamiales	Lamiaceae	Salvia	Salvia longistyla	"Martínez-Gordillo, M., Martínez-Ambriz, E., García-Peña, M. R., Cantú-Morón, E. A. & Fragoso-Martínez, I. 2019. Lamiaceae Martinov. Fl. Valle Tehuacán-Cuicatlán. En: Medina-Lemos (ed.). Inst. Biol. Univ. Nal. Auton. México. Cd. Mx.1-233"	https://enciclovida.mx:443/especies/169607-salvia-longistyla	169607	33764ANGIO
